carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
Jet2.com,BIRMINGHAM,LAS PALMAS,263,0,1.0000000999999998,0.003802281749049429,0.0,22.657794676806084
Ryanair,STANSTED,MALAGA,1057,1,4.00000068,0.0037842958183538318,0.000945179584120983,14.895931882686849
Pegasus Airlines,EDINBURGH,ISTANBUL (SABIHA GOKCEN),265,3,1.0,0.0037735849056603774,0.011194029850746268,14.558490566037737
Ryanair,MANCHESTER,VENICE,266,1,1.00000004,0.0037593986466165413,0.003745318352059925,21.285714285714285
British Airways,HEATHROW,BUDAPEST,1315,10,4.93859622,0.0037555864790874524,0.007547169811320755,10.891254752851712
Wizz Air,LUTON,WARSAW (CHOPIN),1060,2,3.9782607500000005,0.0037530761792452833,0.0018832391713747645,11.918867924528302
Ryanair,STANSTED,EINDHOVEN,1062,6,3.97674386,0.0037445799058380413,0.0056179775280898875,14.29472693032015
Ryanair,BELFAST INTERNATIONAL,EDINBURGH,538,1,1.9999996000000002,0.0037174713754646845,0.0018552875695732839,15.45539033457249
Wizz Air,LUTON,CHISINAU INTERNATIONAL,541,4,1.99999984,0.0036968573752310537,0.007339449541284404,8.641404805914972
British Airways,HEATHROW,FRANKFURT MAIN,1312,22,4.8345885,0.003684899771341463,0.01649175412293853,10.617378048780488
Ryanair,BIRMINGHAM,MALAGA,536,1,1.9722221400000002,0.0036795189179104483,0.00186219739292365,18.526119402985074
British Airways,GATWICK,CATANIA (FONTANAROSSA),272,3,1.0000000199999999,0.0036764706617647054,0.01090909090909091,21.573529411764707
easyJet,SOUTHEND,AMSTERDAM,272,0,1.0,0.003676470588235294,0.0,12.893382352941176
Jet2.com,NEWCASTLE,FARO,272,1,0.99999999,0.003676470551470588,0.003663003663003663,6.110294117647059
Loganair Ltd,ABERDEEN,BIRMINGHAM,783,22,2.87345892,0.0036698070498084293,0.02732919254658385,10.05874840357599
Air France,NEWCASTLE,PARIS (CHARLES DE GAULLE),812,11,2.9731239400000002,0.0036614826847290644,0.013365735115431349,13.019704433497537
British Airways,HEATHROW,BERLIN BRANDENBURG,2420,48,8.8512308,0.003657533388429752,0.019448946515397084,10.509504132231404
Ryanair,STANSTED,BREMEN,547,0,2.0000000800000004,0.003656307276051189,0.0,16.409506398537477
Ryanair,STANSTED,CAGLIARI (ELMAS),274,4,1.00000005,0.0036496352189781017,0.014388489208633094,18.919708029197082
Sunexpress,BIRMINGHAM,DALAMAN,275,0,1.0000002000000001,0.003636364363636364,0.0,5.0
Ryanair,BRISTOL,BARCELONA,265,1,0.96296304,0.00363382279245283,0.0037593984962406013,16.950943396226414
Ryanair,LUTON,VILNIUS,276,0,0.9999999800000001,0.003623188333333334,0.0,14.434782608695652
easyJet,MANCHESTER,MILAN (LINATE),276,0,0.99999986,0.0036231878985507246,0.0,11.032608695652174
Ryanair,BOURNEMOUTH,PALMA DE MALLORCA,276,0,0.99999983,0.0036231877898550728,0.0,29.52536231884058
Ryanair,STANSTED,COPENHAGEN,1109,4,4.000000770000001,0.003606853715058612,0.0035938903863432167,10.69702434625789
Ryanair,EDINBURGH,BARCELONA,555,0,2.0000000399999998,0.003603603675675675,0.0,21.688288288288287
easyJet,STANSTED,EDINBURGH,1091,8,3.9308605300000004,0.003602988570119157,0.007279344858962694,10.53070577451879
British Airways,HEATHROW,NEWCASTLE,1877,30,6.75706013,0.003599925482152371,0.015731515469323543,8.303676078849227
British Airways,HEATHROW,BARCELONA,2731,41,9.798866180000001,0.0035880139802270234,0.01479076479076479,12.993409007689491
Loganair Ltd,ISLE OF MAN,BIRMINGHAM,269,8,0.95454555,0.003548496468401487,0.02888086642599278,13.092936802973977
British Airways,HEATHROW,DOHA HAMAD,558,17,1.96875004,0.0035282258781362008,0.029565217391304348,9.198924731182796
easyJet,GATWICK,NANTES,567,7,1.9999996800000002,0.003527336296296297,0.012195121951219513,13.583774250440918
Ryanair,EDINBURGH,BERLIN BRANDENBURG,284,3,1.00000005,0.003521126936619718,0.010452961672473868,16.151408450704224
British Airways,HEATHROW,MILAN (LINATE),2229,36,7.80225499,0.0035003387124270973,0.015894039735099338,11.960969044414536
easyJet,JERSEY,MANCHESTER,265,4,0.925926,0.0034940603773584906,0.01486988847583643,15.064150943396227
British Airways,HEATHROW,ATHENS,1707,19,5.93977617,0.003479657978910369,0.01100811123986095,12.05858230814294
Ryanair,EAST MIDLANDS INTERNATIONAL,TENERIFE (SURREINA SOFIA),288,0,1.0000000999999998,0.003472222569444444,0.0,12.86111111111111
Ryanair,EAST MIDLANDS INTERNATIONAL,FARO,289,0,1.0,0.0034602076124567475,0.0,9.730103806228374
easyJet,BELFAST INTERNATIONAL,LUTON,1144,5,3.9533653,0.003455738898601399,0.004351610095735422,11.946678321678322
British Airways,HEATHROW,COLOGNE BONN,574,14,1.9803918400000002,0.0034501600000000003,0.023809523809523808,11.872822299651569
Singapore Airlines,HEATHROW,SINGAPORE,1451,7,4.991735,0.003440203308063405,0.004801097393689987,12.685733976567883
British Airways,HEATHROW,MIKONOS,291,0,1.0000001,0.0034364264604810997,0.0,11.357388316151203
easyJet,GLASGOW,MALAGA,291,1,0.99999986,0.0034364256357388317,0.003424657534246575,17.2233676975945
easyJet,GATWICK,MARRAKESH,875,1,3.0000000899999995,0.003428571531428571,0.001141552511415525,10.570285714285715
easyJet,BELFAST CITY (GEORGE BEST),MANCHESTER,248,5,0.8500000000000001,0.00342741935483871,0.019762845849802372,10.108870967741936
Wizz Air,GATWICK,PRAGUE,292,1,1.0000001200000002,0.00342465794520548,0.0034129692832764505,14.808219178082192
Ryanair,BRISTOL,ALICANTE,584,0,2.00000008,0.003424657671232877,0.0,11.429794520547945
Sas,BIRMINGHAM,COPENHAGEN,252,8,0.8571428999999999,0.003401360714285714,0.03076923076923077,7.242063492063492
Jet2.com,EAST MIDLANDS INTERNATIONAL,FARO,294,2,0.9999998400000001,0.0034013600000000004,0.006756756756756757,6.319727891156463
Ryanair,MANCHESTER,IBIZA,296,1,1.0000000500000001,0.0033783785472972978,0.003367003367003367,26.7027027027027
Ryanair,NEWCASTLE,DUBLIN,593,2,2.00000008,0.003372681416526138,0.0033613445378151263,10.66610455311973
Loganair Ltd,GLASGOW,CAMPBELTOWN,484,57,1.6315217200000003,0.0033709126446281,0.10536044362292052,6.785123966942149
Jet2.com,NEWCASTLE,MALAGA,297,1,0.99999986,0.0033670028956228953,0.003355704697986577,7.656565656565657
British Airways,HEATHROW,DUBLIN,2031,36,6.83072637,0.003363233072378139,0.01741654571843251,12.83751846381093
easyJet,EDINBURGH,PARIS (CHARLES DE GAULLE),878,17,2.95269627,0.003362979806378132,0.01899441340782123,21.752847380410024
Air Portugal,GATWICK,LISBON,589,8,1.97916635,0.0033602145161290326,0.01340033500837521,16.156196943972834
Ryanair,MANCHESTER,DUBLIN,2356,3,7.91489515,0.0033594631366723263,0.001271725307333616,13.099320882852291
easyJet,GLASGOW,BELFAST INTERNATIONAL,1183,6,3.97039998,0.0033562130008453085,0.005046257359125316,7.734573119188504
Jet2.com,BIRMINGHAM,TENERIFE (SURREINA SOFIA),596,0,1.99999964,0.0033557040939597316,0.0,19.11577181208054
British Airways,HEATHROW,NICE,2337,40,7.79554002,0.0033357039024390243,0.016827934371055953,16.777064612751392
Wizz Air,GATWICK,MARRAKESH,300,1,1.00000004,0.0033333334666666666,0.0033222591362126247,7.516666666666667
easyJet,BRISTOL,INVERNESS,300,1,1.0000000199999999,0.0033333333999999997,0.0033222591362126247,11.586666666666666
Ryanair,EAST MIDLANDS INTERNATIONAL,ALICANTE,603,0,2.00000042,0.003316750281923715,0.0,15.190713101160862
Virgin Atlantic Airways Ltd,MANCHESTER,NEW YORK (JF KENNEDY),302,2,1.0000000199999999,0.0033112583443708605,0.006578947368421052,11.043046357615895
easyJet,GATWICK,SEVILLE,605,1,2.00000015,0.0033057853719008264,0.0016501650165016502,12.396694214876034
Jet2.com,GLASGOW,ARRECIFE,306,0,1.00000008,0.0032679741176470586,0.0,15.84967320261438
Thy Turkish Airlines,EDINBURGH,ISTANBUL,594,9,1.9393941000000001,0.0032649732323232327,0.014925373134328358,8.203703703703704
Wizz Air,LUTON,PRISTINA,307,0,0.9999999,0.003257328664495114,0.0,10.853420195439739
British Airways,HEATHROW,MADRID,1838,21,5.94078004,0.0032321980631120784,0.011296395911780527,11.256256800870512
Jet2.com,MANCHESTER,FUERTEVENTURA,315,0,1.00000008,0.0031746034285714286,0.0,21.631746031746033
Aer Lingus,MANCHESTER,ORLANDO,225,9,0.7142857000000001,0.003174603111111112,0.038461538461538464,13.364444444444445
British Airways,HEATHROW,TIRANA,316,0,1.0,0.0031645569620253164,0.0,18.379746835443036
British Airways,LONDON CITY,PALMA DE MALLORCA,316,4,0.99999986,0.0031645565189873416,0.0125,17.218354430379748
TUI Airways,MANCHESTER,CANCUN,284,7,0.89473686,0.0031504819014084506,0.024054982817869417,17.489436619718308
Ryanair,STANSTED,SANTIAGO DE COMPOSTELA (SPAIN),318,2,0.9999998400000001,0.0031446535849056607,0.00625,11.959119496855346
easyJet,SOUTHAMPTON,GLASGOW,319,2,1.0,0.003134796238244514,0.006230529595015576,10.445141065830722
Jet2.com,STANSTED,DALAMAN,320,0,0.9999999,0.0031249996875000003,0.0,17.80625
Emirates,HEATHROW,DUBAI,2242,6,7.00000002,0.003122212319357716,0.0026690391459074734,12.556199821587867
Ryanair,BIRMINGHAM,BEAUVAIS,321,0,1.0000000999999998,0.0031152651090342676,0.0,13.744548286604362
Ryanair,LEEDS BRADFORD,DUBLIN,956,6,2.97802197,0.0031150857426778243,0.006237006237006237,12.121338912133892
Loganair Ltd,MANCHESTER,INVERNESS,322,5,1.00000011,0.003105590403726708,0.01529051987767584,6.251552795031056
easyJet,EDINBURGH,BERLIN BRANDENBURG,323,7,1.00000008,0.003095975479876161,0.021212121212121213,17.0030959752322
Wizz Air,LUTON,VILNIUS,323,3,0.9999999,0.003095974922600619,0.009202453987730062,3.1733746130030958
Air India,HEATHROW,BANGALORE (BENGALURU),313,8,0.9677418,0.0030918268370607026,0.024922118380062305,10.415335463258787
Ryanair,BOURNEMOUTH,MALAGA,325,0,1.00000008,0.003076923323076923,0.0,13.150769230769232
Ryanair,MANCHESTER,ROME (CIAMPINO),645,1,1.9824562100000003,0.0030735755193798454,0.0015479876160990713,9.522480620155038
British Airways,HEATHROW,AMMAN,326,4,1.0000001200000002,0.003067485030674847,0.012121212121212121,11.079754601226995
British Airways,HEATHROW,MANCHESTER,2545,29,7.80085186,0.003065167724950884,0.011266511266511266,13.922200392927309
Vueling,GATWICK,MALAGA,986,1,2.9999998800000003,0.0030425962271805277,0.0010131712259371835,11.65212981744422
Ryanair,MANCHESTER,MALAGA,659,2,2.00000028,0.003034901790591806,0.0030257186081694403,15.204855842185129
Ryanair,STANSTED,VENICE,981,2,2.97530866,0.0030329344138634046,0.002034587995930824,21.53822629969419
Jet2.com,BIRMINGHAM,ANTALYA,310,2,0.93939393,0.0030303030000000002,0.00641025641025641,34.07741935483871
Jet2.com,BIRMINGHAM,MALAGA,330,0,0.99999986,0.003030302606060606,0.0,9.984848484848484
Ryanair,STANSTED,DUBLIN,2957,4,8.946903410000001,0.0030256690598579644,0.0013508949679162446,13.204261075414271
Lufthansa City Airlines Gmbh,MANCHESTER,MUNICH,326,3,0.9859157,0.003024281288343558,0.00911854103343465,20.886503067484664
Ryanair,MANCHESTER,MALTA,331,1,1.0,0.0030211480362537764,0.0030120481927710845,27.308157099697887
Virgin Atlantic Airways Ltd,HEATHROW,SEATTLE (TACOMA),331,1,0.99999986,0.0030211476132930514,0.0030120481927710845,5.830815709969788
Loganair Ltd,EDINBURGH,STORNOWAY,332,11,0.99999986,0.0030120477710843373,0.03206997084548105,9.66566265060241
Jet2.com,NEWCASTLE,ARRECIFE,313,2,0.9411763200000001,0.003006953099041534,0.006349206349206349,12.79552715654952
easyJet,GATWICK,ROME (FIUMICINO),993,5,2.9775282800000005,0.002998517905337362,0.00501002004008016,19.769385699899296
Lufthansa City Airlines Gmbh,HEATHROW,MUNICH,335,0,1.00000035,0.0029850756716417915,0.0,15.394029850746268
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,654,20,1.94827575,0.002979014908256881,0.02967359050445104,13.417431192660551
British Airways,HEATHROW,OSLO (GARDERMOEN),1000,8,2.97647077,0.00297647077,0.007936507936507936,8.657
easyJet,BELFAST CITY (GEORGE BEST),GATWICK,1004,2,2.9866660300000003,0.002974766962151395,0.0019880715705765406,8.97808764940239
Ryanair,STANSTED,MURCIA INTERNATIONAL,330,1,0.97777768,0.0029629626666666667,0.0030211480362537764,11.063636363636364
Icelandair,GLASGOW,KEFLAVIK,338,4,1.0000000999999998,0.0029585801775147925,0.011695906432748537,8.571005917159763
Lufthansa,MANCHESTER,MUNICH,332,8,0.98,0.0029518072289156628,0.023529411764705882,8.19277108433735
Singapore Airlines,GATWICK,SINGAPORE,339,0,1.0000000999999998,0.0029498528023598814,0.0,18.292035398230087
Jet2.com,NEWCASTLE,ALICANTE,339,2,0.99999986,0.00294985209439528,0.005865102639296188,10.99410029498525
Asiana Airlines,HEATHROW,SEOUL (INCHEON),339,1,0.99999986,0.00294985209439528,0.0029411764705882353,24.932153392330385
Loganair Ltd,SOUTHAMPTON,NEWCASTLE,643,11,1.88982442,0.0029390737480559878,0.016819571865443424,5.096423017107309
Wizz Air,LUTON,BELGRADE,342,1,0.99999986,0.002923976198830409,0.0029154518950437317,12.953216374269006
easyJet,EDINBURGH,MADRID,343,1,1.0000001699999999,0.0029154523906705534,0.0029069767441860465,19.510204081632654
Saudi Arabian Airlines,MANCHESTER,JEDDAH,343,2,1.00000004,0.0029154520116618076,0.005797101449275362,12.551020408163266
British Airways,HEATHROW,WARSAW (CHOPIN),1025,5,2.98823601,0.002915352204878049,0.0048543689320388345,9.357073170731708
British Airways,HEATHROW,HAMBURG,1330,21,3.8743802400000003,0.0029130678496240604,0.015544041450777202,8.713533834586466
easyJet,ISLE OF MAN,GATWICK,670,10,1.94736828,0.0029065198208955223,0.014705882352941176,11.438805970149254
easyJet,GATWICK,MURCIA INTERNATIONAL,345,2,0.9999998400000001,0.0028985502608695653,0.005763688760806916,15.095652173913043
British Airways,GATWICK,GENEVA,347,2,0.9999997700000001,0.002881843717579251,0.0057306590257879654,18.305475504322768
Ryanair,STANSTED,LAS PALMAS,349,1,1.0000001200000002,0.0028653298567335246,0.002857142857142857,13.28080229226361
Aer Lingus,HEATHROW,IRELAND WEST(KNOCK),350,8,0.99999986,0.002857142457142857,0.0223463687150838,14.28
easyJet,GLASGOW,PARIS (CHARLES DE GAULLE),700,12,1.9999996000000002,0.002857142285714286,0.016853932584269662,17.217142857142857
British Airways,HEATHROW,GOTEBORG (LANDVETTER),694,6,1.98000008,0.0028530260518731987,0.008571428571428572,8.929394812680115
China Southern,HEATHROW,GUANGZHOU BAIYUN INTERNATIONAL,351,1,0.9999999,0.0028490025641025644,0.002840909090909091,15.17094017094017
Ryanair,EDINBURGH,BUDAPEST,351,1,0.99999986,0.00284900245014245,0.002840909090909091,14.1994301994302
easyJet,LUTON,JERSEY,343,1,0.97674402,0.002847650204081633,0.0029069767441860465,11.801749271137027
easyJet,JERSEY,LUTON,343,1,0.97674402,0.002847650204081633,0.0029069767441860465,11.714285714285714
British Airways,LONDON CITY,EDINBURGH,2057,34,5.85591211,0.002846821638308216,0.016260162601626018,8.657754010695188
easyJet,BIRMINGHAM,EDINBURGH,1056,8,2.98734162,0.0028289219886363636,0.007518796992481203,13.480113636363637
Ryanair,STANSTED,RIGA,710,6,2.00000006,0.002816901492957747,0.008379888268156424,14.408450704225352
Wizz Air,LUTON,GDANSK,705,1,1.98461552,0.0028150574751773048,0.00141643059490085,7.385815602836879
British Airways,HEATHROW,ATLANTA,356,5,1.00000004,0.0028089888764044942,0.013850415512465374,18.471910112359552
Ryanair,BIRMINGHAM,DUBLIN,1779,1,4.99290834,0.002806581416526138,0.0005617977528089888,12.810567734682406
Ryanair,BRISTOL,DUBLIN,1070,2,3.00000003,0.0028037383457943923,0.0018656716417910447,13.242056074766355
easyJet,BELFAST INTERNATIONAL,GATWICK,1396,6,3.9094189200000002,0.00280044335243553,0.0042796005706134095,10.59240687679083
British Airways,JERSEY,GATWICK,703,6,1.96507442,0.0027952694452347084,0.00846262341325811,8.460881934566146
British Airways,HEATHROW,NEW YORK (JF KENNEDY),2811,46,7.843686330000001,0.002790354439701174,0.016100805040252013,9.106723585912487
Ryanair,STANSTED,OPORTO (PORTUGAL),1064,4,2.96587276,0.0027874743984962406,0.003745318352059925,17.42669172932331
Air Canada,HEATHROW,CALGARY,359,6,1.0000001200000002,0.0027855156545961005,0.01643835616438356,11.598885793871867
Wizz Air,LUTON,TIMISOARA,359,0,0.99999986,0.002785514930362117,0.0,7.066852367688022
Egypt Air,MANCHESTER,CAIRO,361,1,0.99999986,0.0027700827146814404,0.0027624309392265192,12.357340720221607
Wizz Air,LUTON,LARNACA,361,1,0.99999986,0.0027700827146814404,0.0027624309392265192,2.955678670360111
Ryanair,STANSTED,VALENCIA,723,0,1.99999958,0.0027662511479944678,0.0,11.92807745504841
British Airways,HEATHROW,DUBAI,1044,30,2.88758616,0.002765887126436782,0.027932960893854747,11.397509578544062
British Airways,JERSEY,HEATHROW,1081,6,2.98901124,0.0027650427752081404,0.005519779208831647,11.154486586493986
Ryanair,GATWICK,CORK,362,1,0.99999986,0.0027624305524861876,0.0027548209366391185,7.102209944751381
Klm Cityhopper,GLASGOW,AMSTERDAM,363,0,1.0000000199999999,0.002754820991735537,0.0,12.451790633608816
Ryanair,GATWICK,SHANNON,363,0,0.9999999,0.002754820661157025,0.0,6.333333333333333
British Airways,HEATHROW,MUNICH,1748,47,4.80988345,0.002751649570938215,0.02618384401114206,11.920480549199084
Etihad Airways,HEATHROW,ABU DHABI INTERNATIONAL,1456,4,4.00000016,0.002747252857142857,0.0027397260273972603,9.780219780219781
Thai Airways International,HEATHROW,BANGKOK SUVARNABHUMI,728,2,2.0000000599999996,0.0027472528296703293,0.0027397260273972603,10.79945054945055
Ethiopian Airlines,HEATHROW,ADDIS ABABA,364,1,0.99999986,0.0027472523626373624,0.0027397260273972603,11.302197802197803
All Nippon Airways,HEATHROW,TOKYO (HANEDA),364,1,0.99999986,0.0027472523626373624,0.0027397260273972603,9.186813186813186
Japan Airlines,HEATHROW,TOKYO (HANEDA),728,3,1.9999997,0.002747252335164835,0.004103967168262654,9.972527472527473
easyJet,EDINBURGH,GATWICK,1441,7,3.95750546,0.002746360485773768,0.004834254143646409,11.606523247744622
Ryanair,EDINBURGH,STANSTED,1084,2,2.97435886,0.002743873487084871,0.001841620626151013,16.75461254612546
Icelandair,HEATHROW,KEFLAVIK,718,8,1.96774166,0.002740587270194986,0.011019283746556474,7.433147632311978
Emirates,EDINBURGH,DUBAI,365,0,0.9999999,0.002739725753424658,0.0,5.005479452054795
Virgin Atlantic Airways Ltd,HEATHROW,LAS VEGAS,354,4,0.9677418,0.0027337338983050847,0.0111731843575419,9.556497175141242
Jet2.com,MANCHESTER,DALAMAN,367,0,1.0,0.0027247956403269754,0.0,15.923705722070844
Loganair Ltd,GLASGOW,TIREE,607,76,1.6536524200000002,0.002724303822075783,0.11127379209370425,10.286655683690281
British Airways,HEATHROW,HANOVER,735,11,1.9999999400000001,0.0027210883537414966,0.014745308310991957,9.772789115646258
Isles Of Scilly Skybus,EXETER,ISLES OF SCILLY (ST.MARYS),320,50,0.87037044,0.002719907625,0.13513513513513514,11.184375
Ryanair,STANSTED,BARI (PALESE),368,1,1.00000011,0.0027173916032608696,0.0027100271002710027,21.39945652173913
easyJet,GATWICK,FARO,1470,12,3.99390255,0.002716940510204082,0.008097165991902834,12.819727891156463
easyJet,BELFAST INTERNATIONAL,STANSTED,1080,5,2.9250002000000004,0.0027083335185185188,0.004608294930875576,9.256481481481481
British Airways,HEATHROW,STUTTGART,703,11,1.90211337,0.0027057089189189186,0.015406162464985995,10.115220483641536
Jet2.com,EDINBURGH,TENERIFE (SURREINA SOFIA),370,1,1.00000004,0.002702702810810811,0.0026954177897574125,10.12972972972973
easyJet,BIRMINGHAM,PARIS (CHARLES DE GAULLE),372,5,0.9999999900000001,0.0026881720161290325,0.013262599469496022,12.274193548387096
Virgin Atlantic Airways Ltd,HEATHROW,BANGALORE (BENGALURU),360,3,0.96666657,0.002685184916666667,0.008264462809917356,8.95
easyJet,GATWICK,VERONA VILLAFRANCA,364,1,0.9722223000000001,0.002670940384615385,0.0027397260273972603,15.958791208791208
Ryanair,BRISTOL,MALAGA,377,0,1.00000004,0.00265252,0.0,14.941644562334217
British Airways,HEATHROW,NAIROBI,378,4,0.99999986,0.002645502275132275,0.010471204188481676,10.029100529100528
Vueling,GATWICK,BARCELONA,2609,25,6.8814704,0.002637589267918743,0.009491268033409264,9.867382138750479
Ryanair,EDINBURGH,DUBLIN,1513,5,3.9510713,0.0026114152676801057,0.0032938076416337285,16.49966953073364
Thy Turkish Airlines,HEATHROW,ISTANBUL,2309,7,5.966851119999999,0.0025841711216977046,0.0030224525043177895,10.812472932005196
British Airways,HEATHROW,IBIZA,388,4,1.00000004,0.0025773196907216494,0.01020408163265306,16.621134020618555
easyJet,LUTON,FARO,770,5,1.9784947700000002,0.0025694737272727274,0.0064516129032258064,15.387012987012987
Ryanair,STANSTED,HELSINKI,390,4,0.9999999,0.002564102307692308,0.01015228426395939,10.925641025641026
