carrier_group,reporting_airport,origin_destination,month,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
Ryanair,LIVERPOOL (JOHN LENNON),IRELAND WEST(KNOCK),8,35,0,0.0,0.0,0.0,15.0
Ryanair,STANSTED,SEVILLE,1,43,0,0.0,0.0,0.0,14.0
easyJet,MANCHESTER,MALTA,12,26,0,0.0,0.0,0.0,17.0
Ryanair,STANSTED,BREMEN,11,41,0,0.0,0.0,0.0,11.707317073170731
easyJet,GATWICK,COPENHAGEN,1,26,0,0.0,0.0,0.0,20.0
Ryanair,MANCHESTER,NAPLES,9,26,0,0.0,0.0,0.0,42.0
easyJet,GATWICK,OPORTO (PORTUGAL),2,29,0,0.0,0.0,0.0,8.0
easyJet,GATWICK,LYON,11,62,0,0.0,0.0,0.0,5.0
Ryanair,STANSTED,BUDAPEST,3,115,0,0.0,0.0,0.0,4.0
easyJet,BELFAST INTERNATIONAL,AMSTERDAM,7,26,1,0.0,0.0,0.037037037037037035,29.0
Ryanair,MANCHESTER,MALAGA,3,52,1,0.0,0.0,0.018867924528301886,11.461538461538462
Ryanair,STANSTED,LISBON,9,100,0,0.0,0.0,0.0,25.0
easyJet,GATWICK,FARO,3,79,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,GOTEBORG (LANDVETTER),11,58,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,POZNAN,5,54,0,0.0,0.0,0.0,4.074074074074074
easyJet,LEEDS BRADFORD,BELFAST INTERNATIONAL,3,27,0,0.0,0.0,0.0,1.0
British Airways,HEATHROW,DUSSELDORF,6,84,0,0.0,0.0,0.0,8.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,ARRECIFE,11,29,1,0.0,0.0,0.03333333333333333,23.0
Loganair Ltd,GLASGOW,TIREE,4,58,0,0.0,0.0,0.0,5.0
Ryanair,MANCHESTER,COLOGNE BONN,3,27,1,0.0,0.0,0.03571428571428571,3.259259259259259
Ryanair,EDINBURGH,CORK,10,41,0,0.0,0.0,0.0,19.658536585365855
Blue Islands Limited,EXETER,JERSEY,7,30,0,0.0,0.0,0.0,32.0
Ryanair,STANSTED,KAUNAS,7,27,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,ABUJA,8,31,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,POZNAN,9,48,0,0.0,0.0,0.0,18.416666666666668
Eastern Airways,GATWICK,NEWQUAY,8,51,11,0.0,0.0,0.1774193548387097,15.0
British Airways,LONDON CITY,BERLIN BRANDENBURG,12,86,3,0.0,0.0,0.033707865168539325,11.0
Pegasus Airlines,STANSTED,IZMIR (ADNAN MENDERES),5,31,0,0.0,0.0,0.0,4.0
Ryanair,EDINBURGH,BUDAPEST,12,31,0,0.0,0.0,0.0,9.0
Jet2.com,STANSTED,PALMA DE MALLORCA,4,30,0,0.0,0.0,0.0,7.0
Jet2.com,LEEDS BRADFORD,DALAMAN,7,31,0,0.0,0.0,0.0,11.0
easyJet,GATWICK,TENERIFE (SURREINA SOFIA),2,85,1,0.0,0.0,0.011627906976744186,7.0
Loganair Ltd,GLASGOW,TIREE,12,36,19,0.0,0.0,0.34545454545454546,10.0
British Airways,GATWICK,JERSEY,10,51,1,0.0,0.0,0.019230769230769232,5.0
British Airways,HEATHROW,JERSEY,5,87,0,0.0,0.0,0.0,7.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,11,56,0,0.0,0.0,0.0,14.0
Virgin Atlantic Airways Ltd,HEATHROW,LAS VEGAS,2,28,0,0.0,0.0,0.0,2.0
El Al,HEATHROW,TEL AVIV,1,49,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,MALE INTERNATIONAL,12,30,1,0.0,0.0,0.03225806451612903,15.0
Ryanair,STANSTED,PISA,10,91,0,0.0,0.0,0.0,24.0
Air Portugal,MANCHESTER,LISBON,7,43,0,0.0,0.0,0.0,30.0
British Airways,HEATHROW,ABUJA,3,30,1,0.0,0.0,0.03225806451612903,5.0
Emirates,GATWICK,DUBAI,4,90,0,0.0,0.0,0.0,8.0
Wizz Air,LUTON,TIMISOARA,9,29,0,0.0,0.0,0.0,12.0
easyJet,EDINBURGH,GATWICK,5,125,0,0.0,0.0,0.0,11.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,FARO,5,33,0,0.0,0.0,0.0,3.0
British Airways,HEATHROW,MARSEILLE,8,119,0,0.0,0.0,0.0,14.0
easyJet,EDINBURGH,AMSTERDAM,12,68,5,0.0,0.0,0.0684931506849315,12.779411764705882
Ryanair,GATWICK,SHANNON,8,31,0,0.0,0.0,0.0,5.0
Ryanair,BIRMINGHAM,DUBLIN,3,157,0,0.0,0.0,0.0,4.0
easyJet,BIRMINGHAM,AMSTERDAM,5,57,0,0.0,0.0,0.0,10.719298245614034
Ryanair,STANSTED,VIENNA,5,89,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,BELFAST CITY (GEORGE BEST),10,186,5,0.0,0.0,0.02617801047120419,10.0
Ryanair,MANCHESTER,MURCIA INTERNATIONAL,7,35,0,0.0,0.0,0.0,27.914285714285715
Emirates,STANSTED,DUBAI,1,62,0,0.0,0.0,0.0,8.0
Scandinavian Airlines Ireland Ltd,HEATHROW,COPENHAGEN,8,31,0,0.0,0.0,0.0,5.0
easyJet,LUTON,HURGHADA,2,26,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,GENEVA,9,170,2,0.0,0.0,0.011627906976744186,17.0
Ryanair,LEEDS BRADFORD,DUBLIN,12,68,0,0.0,0.0,0.0,13.0
easyJet,NEWCASTLE,BRISTOL,8,54,0,0.0,0.0,0.0,15.0
Ryanair,STANSTED,NUREMBERG,12,54,0,0.0,0.0,0.0,15.0
Ryanair,EAST MIDLANDS INTERNATIONAL,ALICANTE,11,32,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,PHILADELPHIA INTERNATIONAL,10,31,0,0.0,0.0,0.0,7.0
Virgin Atlantic Airways Ltd,HEATHROW,LAS VEGAS,1,28,1,0.0,0.0,0.034482758620689655,10.0
Klm,LEEDS BRADFORD,AMSTERDAM,1,80,9,0.0,0.0,0.10112359550561797,12.0
British Airways,HEATHROW,BOSTON,9,89,1,0.0,0.0,0.011111111111111112,8.0
Emirates,STANSTED,DUBAI,8,62,0,0.0,0.0,0.0,2.0
Sas,HEATHROW,COPENHAGEN,11,77,1,0.0,0.0,0.01282051282051282,9.0
Scandinavian Airlines Ireland Ltd,HEATHROW,STOCKHOLM (ARLANDA),4,37,0,0.0,0.0,0.0,7.0
Air Europa,GATWICK,MADRID,12,62,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,PRAGUE,6,133,1,0.0,0.0,0.007462686567164179,9.0
Air Dolomiti,LONDON CITY,FRANKFURT MAIN,4,69,0,0.0,0.0,0.0,5.0
Loganair Ltd,HEATHROW,DUNDEE,7,31,0,0.0,0.0,0.0,11.0
easyJet,EDINBURGH,MILAN (LINATE),8,31,0,0.0,0.0,0.0,7.0
easyJet,GATWICK,ARRECIFE,9,78,0,0.0,0.0,0.0,21.0
TUI Airways,NEWCASTLE,PALMA DE MALLORCA,9,29,1,0.0,0.0,0.03333333333333333,24.0
Virgin Atlantic Airways Ltd,HEATHROW,JOHANNESBURG,1,30,0,0.0,0.0,0.0,4.0
Ryanair,BELFAST INTERNATIONAL,EDINBURGH,3,33,0,0.0,0.0,0.0,12.0
TUI Airways,MANCHESTER,TENERIFE (SURREINA SOFIA),6,26,0,0.0,0.0,0.0,16.0
British Airways,HEATHROW,ABUJA,12,31,0,0.0,0.0,0.0,1.0
British Airways,LONDON CITY,GLASGOW,3,122,0,0.0,0.0,0.0,7.0
British Airways,LONDON CITY,FRANKFURT MAIN,10,70,1,0.0,0.0,0.014084507042253521,9.0
Jet2.com,MANCHESTER,TENERIFE (SURREINA SOFIA),2,78,0,0.0,0.0,0.0,8.871794871794872
easyJet,GATWICK,PISA,2,36,0,0.0,0.0,0.0,6.0
Klm,BRISTOL,AMSTERDAM,5,122,2,0.0,0.0,0.016129032258064516,18.0
Klm Cityhopper,ABERDEEN,AMSTERDAM,2,100,0,0.0,0.0,0.0,9.0
Loganair Ltd,MANCHESTER,ABERDEEN,6,86,0,0.0,0.0,0.0,4.0
Etihad Airways,MANCHESTER,ABU DHABI INTERNATIONAL,6,44,0,0.0,0.0,0.0,5.0
Ryanair,STANSTED,EINDHOVEN,6,90,0,0.0,0.0,0.0,19.666666666666668
easyJet,GATWICK,EDINBURGH,10,128,0,0.0,0.0,0.0,12.0
Ryanair,BIRMINGHAM,PALMA DE MALLORCA,5,61,0,0.0,0.0,0.0,18.0
easyJet,GATWICK,AMSTERDAM,5,159,0,0.0,0.0,0.0,15.0
Ryanair,MANCHESTER,MALAGA,2,45,0,0.0,0.0,0.0,6.333333333333333
British Airways,BELFAST CITY (GEORGE BEST),LONDON CITY,12,67,1,0.0,0.0,0.014705882352941176,8.0
British Airways,HEATHROW,BUENOS AIRES,9,29,1,0.0,0.0,0.03333333333333333,5.0
easyJet,GATWICK,ANTALYA,9,73,0,0.0,0.0,0.0,33.0
British Airways,HEATHROW,MILAN (MALPENSA),4,82,0,0.0,0.0,0.0,8.0
Jet2.com,BIRMINGHAM,DALAMAN,8,34,1,0.0,0.0,0.02857142857142857,9.0
Vueling,MANCHESTER,BARCELONA,8,50,0,0.0,0.0,0.0,17.0
Air Transat,GATWICK,TORONTO,9,44,0,0.0,0.0,0.0,13.0
Wizz Air,LUTON,TEL AVIV,9,26,0,0.0,0.0,0.0,35.0
easyJet,GATWICK,BELFAST CITY (GEORGE BEST),5,85,0,0.0,0.0,0.0,6.0
Ryanair,MANCHESTER,FARO,11,30,0,0.0,0.0,0.0,7.0
Jet2.com,MANCHESTER,PAPHOS,4,26,0,0.0,0.0,0.0,13.0
Ryanair,STANSTED,SALZBURG,3,30,0,0.0,0.0,0.0,10.666666666666666
Jet2.com,MANCHESTER,GENEVA,3,30,0,0.0,0.0,0.0,18.0
Ryanair,CARDIFF WALES,DUBLIN,5,32,0,0.0,0.0,0.0,12.0
Japan Airlines,HEATHROW,TOKYO (HANEDA),4,60,0,0.0,0.0,0.0,6.0
Jet2.com,LEEDS BRADFORD,IBIZA,7,44,0,0.0,0.0,0.0,22.0
British Airways,HEATHROW,GIBRALTAR,12,42,1,0.0,0.0,0.023255813953488372,8.0
easyJet,GATWICK,BALE MULHOUSE,7,50,2,0.0,0.0,0.038461538461538464,16.0
Emirates,EDINBURGH,DUBAI,8,31,0,0.0,0.0,0.0,3.0
Virgin Atlantic Airways Ltd,HEATHROW,DELHI,4,59,0,0.0,0.0,0.0,7.0
Srilankan Airlines,HEATHROW,COLOMBO,6,30,0,0.0,0.0,0.0,10.0
Sas,HEATHROW,COPENHAGEN,1,86,0,0.0,0.0,0.0,9.0
Virgin Atlantic Airways Ltd,HEATHROW,TAMPA,6,29,0,0.0,0.0,0.0,6.0
Ryanair,MANCHESTER,ARRECIFE,9,34,0,0.0,0.0,0.0,24.0
easyJet,GATWICK,BARCELONA,10,123,1,0.0,0.0,0.008064516129032258,13.0
Ryanair,LIVERPOOL (JOHN LENNON),ALICANTE,5,39,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,JOHANNESBURG,4,60,0,0.0,0.0,0.0,8.0
China Southern,HEATHROW,GUANGZHOU BAIYUN INTERNATIONAL,1,31,0,0.0,0.0,0.0,11.0
American Airlines,HEATHROW,PHILADELPHIA INTERNATIONAL,3,32,2,0.0,0.0,0.058823529411764705,8.0
British Airways,BELFAST CITY (GEORGE BEST),HEATHROW,7,206,1,0.0,0.0,0.004830917874396135,13.0
easyJet,LUTON,BARCELONA,12,53,0,0.0,0.0,0.0,3.0
Loganair Ltd,HEATHROW,ISLE OF MAN,1,30,1,0.0,0.0,0.03225806451612903,6.0
British Airways,HEATHROW,WASHINGTON (DULLES),3,60,3,0.0,0.0,0.047619047619047616,16.0
Jet2.com,BRISTOL,DALAMAN,5,25,0,0.0,0.0,0.0,41.0
Swiss Airlines,HEATHROW,ZURICH,10,215,2,0.0,0.0,0.009216589861751152,10.0
Wizz Air,LUTON,SUCEAVA,10,53,1,0.0,0.0,0.018518518518518517,8.0
Ryanair,STANSTED,COPENHAGEN,2,85,0,0.0,0.0,0.0,10.51764705882353
Loganair Ltd,GLASGOW,BARRA,1,32,15,0.0,0.0,0.3191489361702128,20.0
Finnair,MANCHESTER,HELSINKI,3,58,2,0.0,0.0,0.03333333333333333,5.0
Swiss Airlines,MANCHESTER,ZURICH,4,64,0,0.0,0.0,0.0,14.0
British Airways,GATWICK,VERONA VILLAFRANCA,8,39,0,0.0,0.0,0.0,18.0
easyJet,MANCHESTER,FARO,8,31,0,0.0,0.0,0.0,2.5806451612903225
Ryanair,STANSTED,PALMA DE MALLORCA,11,38,0,0.0,0.0,0.0,10.0
British Airways,GATWICK,TENERIFE (SURREINA SOFIA),10,35,0,0.0,0.0,0.0,9.0
Jet2.com,NEWCASTLE,TENERIFE (SURREINA SOFIA),1,44,0,0.0,0.0,0.0,19.0
Ryanair,MANCHESTER,VIENNA,2,28,0,0.0,0.0,0.0,1.0
easyJet,BOURNEMOUTH,GENEVA,3,30,0,0.0,0.0,0.0,10.833333333333334
Jet2.com,GLASGOW,ALICANTE,6,30,0,0.0,0.0,0.0,9.0
West Jet Airlines,HEATHROW,CALGARY,12,31,0,0.0,0.0,0.0,22.0
easyJet,MANCHESTER,BERLIN BRANDENBURG,2,27,1,0.0,0.0,0.03571428571428571,8.0
easyJet,BELFAST INTERNATIONAL,TENERIFE (SURREINA SOFIA),8,27,0,0.0,0.0,0.0,3.0
Ryanair,LIVERPOOL (JOHN LENNON),MALAGA,3,33,0,0.0,0.0,0.0,7.0
Ryanair,GATWICK,CORK,8,31,0,0.0,0.0,0.0,5.0
TUI Airways,GATWICK,KOS,7,26,0,0.0,0.0,0.0,27.0
Swiss Airlines,LONDON CITY,ZURICH,3,106,3,0.0,0.0,0.027522935779816515,4.0
easyJet,MANCHESTER,KOS,8,27,0,0.0,0.0,0.0,17.0
easyJet,GATWICK,HERAKLION,5,69,2,0.0,0.0,0.028169014084507043,15.0
easyJet,EDINBURGH,BRISTOL,4,122,0,0.0,0.0,0.0,5.0
Ryanair,STANSTED,PRAGUE,8,80,0,0.0,0.0,0.0,21.0
Delta Airlines,EDINBURGH,BOSTON,6,30,0,0.0,0.0,0.0,3.0
British Airways,HEATHROW,WASHINGTON (DULLES),5,91,2,0.0,0.0,0.021505376344086023,13.0
Ryanair,GATWICK,CORK,3,31,0,0.0,0.0,0.0,5.0
Ryanair,BELFAST INTERNATIONAL,MANCHESTER,5,53,0,0.0,0.0,0.0,6.0
West Jet Airlines,HEATHROW,CALGARY,6,30,6,0.0,0.0,0.16666666666666666,12.0
Jet2.com,MANCHESTER,TENERIFE (SURREINA SOFIA),4,72,0,0.0,0.0,0.0,5.0
Aurigny Air Services,SOUTHAMPTON,GUERNSEY,9,32,0,0.0,0.0,0.0,18.0
Wizz Air,LUTON,BUCHAREST (OTOPENI),11,131,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,BREMEN,2,48,0,0.0,0.0,0.0,10.0
Ryanair,MANCHESTER,MARRAKESH,5,31,0,0.0,0.0,0.0,29.0
Ryanair,LEEDS BRADFORD,DUBLIN,3,67,0,0.0,0.0,0.0,4.0
Italia Traspoto Aereo,LONDON CITY,ROME (FIUMICINO),5,53,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,DUBAI,5,91,2,0.0,0.0,0.021505376344086023,10.0
British Airways,HEATHROW,GOTEBORG (LANDVETTER),12,48,0,0.0,0.0,0.0,15.0
Ryanair,MANCHESTER,CORK,9,56,0,0.0,0.0,0.0,14.857142857142858
British Airways,HEATHROW,GENEVA,2,308,2,0.0,0.0,0.0064516129032258064,4.0
Wizz Air,LUTON,GDANSK,7,62,0,0.0,0.0,0.0,2.0
British Airways,GATWICK,MARRAKESH,5,47,0,0.0,0.0,0.0,12.0
British Airways,HEATHROW,SAN FRANCISCO,9,59,1,0.0,0.0,0.016666666666666666,9.0
Ryanair,BOURNEMOUTH,PALMA DE MALLORCA,9,34,0,0.0,0.0,0.0,25.0
Ryanair,STANSTED,CARCASSONNE,4,30,0,0.0,0.0,0.0,25.0
easyJet,ISLE OF MAN,GATWICK,4,56,0,0.0,0.0,0.0,6.0
Klm,EDINBURGH,AMSTERDAM,1,109,7,0.0,0.0,0.0603448275862069,17.0
Wizz Air,LUTON,BUDAPEST,3,89,0,0.0,0.0,0.0,5.0
Ryanair,BOURNEMOUTH,ALICANTE,5,26,0,0.0,0.0,0.0,14.0
British Airways,GATWICK,LAS PALMAS,5,26,0,0.0,0.0,0.0,11.0
Saudi Arabian Airlines,MANCHESTER,JEDDAH,12,31,0,0.0,0.0,0.0,13.0
easyJet,GLASGOW,SOUTHAMPTON,7,26,0,0.0,0.0,0.0,15.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,1,57,6,0.0,0.0,0.09523809523809523,10.0
Ryanair,STANSTED,EINDHOVEN,3,89,0,0.0,0.0,0.0,5.943820224719101
easyJet,EDINBURGH,PARIS (CHARLES DE GAULLE),10,72,1,0.0,0.0,0.0136986301369863,19.805555555555557
China Southern,HEATHROW,GUANGZHOU BAIYUN INTERNATIONAL,7,31,0,0.0,0.0,0.0,5.0
easyJet,BRISTOL,TENERIFE (SURREINA SOFIA),8,27,0,0.0,0.0,0.0,7.0
Pegasus Airlines,STANSTED,ISTANBUL (SABIHA GOKCEN),7,151,0,0.0,0.0,0.0,18.0
Sunexpress,BIRMINGHAM,DALAMAN,10,38,0,0.0,0.0,0.0,4.0
Ryanair,BIRMINGHAM,MALTA,11,26,0,0.0,0.0,0.0,19.0
British Airways,GATWICK,GLASGOW,3,31,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,EINDHOVEN,10,89,0,0.0,0.0,0.0,12.775280898876405
British Airways,HEATHROW,BANGALORE (BENGALURU),8,31,0,0.0,0.0,0.0,1.0
Ryanair,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),12,27,0,0.0,0.0,0.0,1.0
Air Canada,HEATHROW,VANCOUVER,5,31,0,0.0,0.0,0.0,2.0
Ryanair,BIRMINGHAM,FARO,4,42,0,0.0,0.0,0.0,10.0
Jet2.com,GLASGOW,ARRECIFE,11,31,0,0.0,0.0,0.0,24.903225806451612
Klm,CARDIFF WALES,AMSTERDAM,3,61,2,0.0,0.0,0.031746031746031744,5.0
TUI Airways,BIRMINGHAM,PALMA DE MALLORCA,5,25,0,0.0,0.0,0.0,49.0
Ryanair,STANSTED,GDANSK,11,55,0,0.0,0.0,0.0,5.0
Jet2.com,LEEDS BRADFORD,ALICANTE,2,28,0,0.0,0.0,0.0,5.0
Jet2.com,MANCHESTER,ANTALYA,7,72,0,0.0,0.0,0.0,62.0
Jet2.com,BELFAST INTERNATIONAL,TENERIFE (SURREINA SOFIA),8,28,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,MANCHESTER,11,256,0,0.0,0.0,0.0,12.0
Lufthansa,HEATHROW,FRANKFURT MAIN,11,357,3,0.0,0.0,0.008333333333333333,7.0
easyJet,GATWICK,HERAKLION,10,73,0,0.0,0.0,0.0,16.0
Thy Turkish Airlines,GATWICK,ISTANBUL,11,90,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,PRAGUE,12,56,0,0.0,0.0,0.0,21.0
Ryanair,MANCHESTER,TENERIFE (SURREINA SOFIA),11,60,0,0.0,0.0,0.0,8.0
Klm,BIRMINGHAM,AMSTERDAM,9,129,9,0.0,0.0,0.06521739130434782,22.0
Vueling,EDINBURGH,BARCELONA,8,25,0,0.0,0.0,0.0,5.0
easyJet,GATWICK,BIARRITZ,8,36,0,0.0,0.0,0.0,16.0
Loganair Ltd,MANCHESTER,ABERDEEN,7,96,0,0.0,0.0,0.0,7.0
Aer Lingus,SOUTHAMPTON,DUBLIN,5,76,0,0.0,0.0,0.0,8.0
Emerald Airlines (Ireland) Limited,BRISTOL,CORK,7,39,0,0.0,0.0,0.0,7.0
Jet2.com,GLASGOW,ARRECIFE,3,30,0,0.0,0.0,0.0,12.0
Scandinavian Airlines Ireland Ltd,HEATHROW,COPENHAGEN,9,57,0,0.0,0.0,0.0,17.0
Ryanair,STANSTED,GENOA,5,36,0,0.0,0.0,0.0,14.0
Ethiopian Airlines,HEATHROW,ADDIS ABABA,7,31,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,ENFIDHA - HAMMAMET INTL,4,40,0,0.0,0.0,0.0,5.0
easyJet,MANCHESTER,KOS,7,27,0,0.0,0.0,0.0,24.0
Kuwait Airways,HEATHROW,KUWAIT,10,65,0,0.0,0.0,0.0,5.0
Virgin Atlantic Airways Ltd,HEATHROW,MIAMI INTERNATIONAL,2,53,0,0.0,0.0,0.0,10.0
easyJet,MANCHESTER,ANTALYA,5,40,1,0.0,0.0,0.024390243902439025,26.0
Ryanair,STANSTED,RHODES,9,30,0,0.0,0.0,0.0,28.2
Air Europa,GATWICK,MADRID,3,62,0,0.0,0.0,0.0,13.0
Ryanair,EDINBURGH,ROME (CIAMPINO),6,29,0,0.0,0.0,0.0,15.0
Lufthansa,GLASGOW,FRANKFURT MAIN,10,53,1,0.0,0.0,0.018518518518518517,9.0
Pegasus Airlines,MANCHESTER,ANTALYA,8,31,0,0.0,0.0,0.0,7.0
Aer Lingus,SOUTHAMPTON,BELFAST CITY (GEORGE BEST),6,77,1,0.0,0.0,0.01282051282051282,5.0
Virgin Atlantic Airways Ltd,HEATHROW,SAN FRANCISCO,2,25,0,0.0,0.0,0.0,10.0
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),12,112,0,0.0,0.0,0.0,7.0
Jet2.com,LEEDS BRADFORD,ALICANTE,7,71,0,0.0,0.0,0.0,15.0
Klm,EXETER,AMSTERDAM,4,30,0,0.0,0.0,0.0,1.0
Vueling,HEATHROW,BILBAO,6,30,0,0.0,0.0,0.0,7.0
easyJet,LUTON,GENEVA,11,27,0,0.0,0.0,0.0,7.0
Wizz Air,LUTON,POZNAN,4,30,0,0.0,0.0,0.0,7.0
easyJet,LUTON,NAPLES,4,31,0,0.0,0.0,0.0,3.0
Wizz Air,LUTON,TIMISOARA,2,28,0,0.0,0.0,0.0,4.0
Japan Airlines,HEATHROW,TOKYO (HANEDA),7,62,1,0.0,0.0,0.015873015873015872,13.0
British Airways,HEATHROW,DUBROVNIK,8,31,1,0.0,0.0,0.03125,19.0
British Airways,HEATHROW,MIKONOS,7,62,0,0.0,0.0,0.0,15.0
easyJet,EDINBURGH,PARIS (CHARLES DE GAULLE),4,70,0,0.0,0.0,0.0,8.514285714285714
British Airways,GATWICK,LARNACA,3,25,0,0.0,0.0,0.0,11.0
Sas,ABERDEEN,STAVANGER,5,46,0,0.0,0.0,0.0,1.0
easyJet,BIRMINGHAM,BELFAST INTERNATIONAL,3,109,0,0.0,0.0,0.0,2.0
Wizz Air,GATWICK,ATHENS,6,30,0,0.0,0.0,0.0,23.0
Jet2.com,LEEDS BRADFORD,IBIZA,8,43,0,0.0,0.0,0.0,15.0
Swiss Airlines,BIRMINGHAM,ZURICH,3,40,0,0.0,0.0,0.0,4.0
easyJet,GATWICK,BERLIN BRANDENBURG,5,80,0,0.0,0.0,0.0,6.0
Jet2.com,EDINBURGH,PALMA DE MALLORCA,6,39,0,0.0,0.0,0.0,20.0
Jet2.com,NEWCASTLE,DALAMAN,6,25,0,0.0,0.0,0.0,13.0
Air France,HEATHROW,PARIS (CHARLES DE GAULLE),12,214,3,0.0,0.0,0.013824884792626729,16.0
easyJet,MANCHESTER,MARRAKESH,4,26,0,0.0,0.0,0.0,10.0
Ryanair,EDINBURGH,STANSTED,5,93,0,0.0,0.0,0.0,16.0
British Airways,HEATHROW,HANOVER,12,52,0,0.0,0.0,0.0,10.0
Arkia,STANSTED,TEL AVIV,8,26,0,0.0,0.0,0.0,20.0
easyJet,GLASGOW,PARIS (CHARLES DE GAULLE),9,74,0,0.0,0.0,0.0,24.0
Royal Jordanian,STANSTED,AMMAN,8,34,0,0.0,0.0,0.0,2.0
Ryanair,LIVERPOOL (JOHN LENNON),DUBLIN,7,168,0,0.0,0.0,0.0,13.0
Klm,LEEDS BRADFORD,AMSTERDAM,3,90,0,0.0,0.0,0.0,1.0
easyJet,LUTON,EDINBURGH,12,95,2,0.0,0.0,0.020618556701030927,12.0
British Airways,HEATHROW,AUSTIN (BERGSTROM),11,29,0,0.0,0.0,0.0,20.0
British Airways,GATWICK,MALAGA,9,76,1,0.0,0.0,0.012987012987012988,28.0
Ryanair,EDINBURGH,MALAGA,8,31,0,0.0,0.0,0.0,13.516129032258064
Loganair Ltd,EDINBURGH,KIRKWALL,2,44,1,0.0,0.0,0.022222222222222223,4.0
Ryanair,STANSTED,FARO,9,86,2,0.0,0.0,0.022727272727272728,18.290697674418606
Ryanair,MANCHESTER,MALTA,9,30,0,0.0,0.0,0.0,37.2
Jet2.com,STANSTED,DALAMAN,8,53,0,0.0,0.0,0.0,17.0
Klm Cityhopper,SOUTHAMPTON,AMSTERDAM,7,58,0,0.0,0.0,0.0,12.0
Loganair Ltd,SOUTHAMPTON,NEWCASTLE,10,56,1,0.0,0.0,0.017543859649122806,3.0
easyJet,ISLE OF MAN,GATWICK,6,63,0,0.0,0.0,0.0,10.0
easyJet,ISLE OF MAN,GATWICK,9,55,1,0.0,0.0,0.017857142857142856,19.0
Virgin Atlantic Airways Ltd,HEATHROW,MIAMI INTERNATIONAL,5,57,3,0.0,0.0,0.05,9.0
Egypt Air,MANCHESTER,CAIRO,11,30,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,BREMEN,7,44,0,0.0,0.0,0.0,27.0
Virgin Atlantic Airways Ltd,HEATHROW,LAS VEGAS,8,31,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,LODZ LUBLINEK,10,28,0,0.0,0.0,0.0,20.0
British Airways,HEATHROW,DENVER INTERNATIONAL,12,30,0,0.0,0.0,0.0,8.0
easyJet,LUTON,BARCELONA,4,60,0,0.0,0.0,0.0,11.0
Ryanair,STANSTED,ARRECIFE,3,36,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,IBIZA,9,61,0,0.0,0.0,0.0,18.0
Jet2.com,BRISTOL,FARO,9,30,0,0.0,0.0,0.0,5.0
British Airways,GATWICK,TENERIFE (SURREINA SOFIA),7,28,0,0.0,0.0,0.0,25.0
Ryanair,STANSTED,TALLIN,12,31,0,0.0,0.0,0.0,31.0
Jet2.com,MANCHESTER,DALAMAN,4,25,0,0.0,0.0,0.0,7.0
British Airways,GATWICK,BORDEAUX,4,25,0,0.0,0.0,0.0,10.0
easyJet,BRISTOL,ROME (FIUMICINO),5,31,0,0.0,0.0,0.0,15.0
easyJet,BELFAST INTERNATIONAL,AMSTERDAM,8,26,0,0.0,0.0,0.0,18.0
British Airways,HEATHROW,COLOGNE BONN,9,49,2,0.0,0.0,0.0392156862745098,12.0
Ryanair,STANSTED,BERLIN BRANDENBURG,12,111,0,0.0,0.0,0.0,8.54954954954955
British Airways,HEATHROW,VENICE,9,138,1,0.0,0.0,0.007194244604316547,23.0
Ryanair,EDINBURGH,BERGAMO,12,36,0,0.0,0.0,0.0,8.0
Aer Lingus,NEWCASTLE,DUBLIN,4,32,0,0.0,0.0,0.0,5.0
Wizz Air,GATWICK,ISTANBUL,7,39,0,0.0,0.0,0.0,14.0
British Airways,GATWICK,SEVILLE,11,31,0,0.0,0.0,0.0,21.0
Wizz Air,LUTON,SIBIU,8,31,0,0.0,0.0,0.0,15.0
Etihad Airways,MANCHESTER,ABU DHABI INTERNATIONAL,10,62,0,0.0,0.0,0.0,11.0
